"ID","Date","Year","Method_EN","Ti.1_So.2_Ha.3","Crop.type","Main.crop.or.cover.crop","Coordinates..center.of.the.field.","Country","Farm","geometry","Crop","type","Month"
39,"2024-11-12",2024,"Harvesting",3,"Soybean","Main crop","12.9386815199108,45.6273904911874","IT","Vallevecchia","MULTIPOLYGON (((12.937022 45.626199, 12.93684 45.626443, 12.937755 45.626702, 12.940106 45.627366, 12.941043 45.627634, 12.941221 45.627386, 12.940549 45.627193, 12.938254 45.626545, 12.937022 45.626199)),((12.936447 45.62697, 12.937274 45.627206, 12.939249 45.627761, 12.940659 45.628165, 12.940839 45.627919, 12.94054 45.627833, 12.937843 45.627071, 12.936629 45.626727, 12.936447 45.62697)),((12.937263 45.627227, 12.936432 45.62699, 12.936216 45.62728, 12.936228 45.627302, 12.936761 45.627448, 12.937824 45.627746, 12.939037 45.628092, 12.940017 45.628367, 12.940395 45.628472, 12.940431 45.628463, 12.940644 45.628185, 12.939237 45.627782, 12.937263 45.627227)))","Summer crop",3,"November"
39,"2024-01-13",2024,"Sowing",2,"Winter barley","Cover crop","12.9386815199108,45.6273904911874","IT","Vallevecchia","MULTIPOLYGON (((12.937022 45.626199, 12.93684 45.626443, 12.937755 45.626702, 12.940106 45.627366, 12.941043 45.627634, 12.941221 45.627386, 12.940549 45.627193, 12.938254 45.626545, 12.937022 45.626199)),((12.936447 45.62697, 12.937274 45.627206, 12.939249 45.627761, 12.940659 45.628165, 12.940839 45.627919, 12.94054 45.627833, 12.937843 45.627071, 12.936629 45.626727, 12.936447 45.62697)),((12.937263 45.627227, 12.936432 45.62699, 12.936216 45.62728, 12.936228 45.627302, 12.936761 45.627448, 12.937824 45.627746, 12.939037 45.628092, 12.940017 45.628367, 12.940395 45.628472, 12.940431 45.628463, 12.940644 45.628185, 12.939237 45.627782, 12.937263 45.627227)))","Winter crop",2,"January"
39,"2023-06-29",2023,"Harvesting",3,"Rapeseed","Main crop","12.9386815199108,45.6273904911874","IT","Vallevecchia","MULTIPOLYGON (((12.937022 45.626199, 12.93684 45.626443, 12.937755 45.626702, 12.940106 45.627366, 12.941043 45.627634, 12.941221 45.627386, 12.940549 45.627193, 12.938254 45.626545, 12.937022 45.626199)),((12.936447 45.62697, 12.937274 45.627206, 12.939249 45.627761, 12.940659 45.628165, 12.940839 45.627919, 12.94054 45.627833, 12.937843 45.627071, 12.936629 45.626727, 12.936447 45.62697)),((12.937263 45.627227, 12.936432 45.62699, 12.936216 45.62728, 12.936228 45.627302, 12.936761 45.627448, 12.937824 45.627746, 12.939037 45.628092, 12.940017 45.628367, 12.940395 45.628472, 12.940431 45.628463, 12.940644 45.628185, 12.939237 45.627782, 12.937263 45.627227)))","Winter crop",3,"June"
39,"2024-11-15",2024,"Sowing",2,"Ryegrass","Cover crop","12.9386815199108,45.6273904911874","IT","Vallevecchia","MULTIPOLYGON (((12.937022 45.626199, 12.93684 45.626443, 12.937755 45.626702, 12.940106 45.627366, 12.941043 45.627634, 12.941221 45.627386, 12.940549 45.627193, 12.938254 45.626545, 12.937022 45.626199)),((12.936447 45.62697, 12.937274 45.627206, 12.939249 45.627761, 12.940659 45.628165, 12.940839 45.627919, 12.94054 45.627833, 12.937843 45.627071, 12.936629 45.626727, 12.936447 45.62697)),((12.937263 45.627227, 12.936432 45.62699, 12.936216 45.62728, 12.936228 45.627302, 12.936761 45.627448, 12.937824 45.627746, 12.939037 45.628092, 12.940017 45.628367, 12.940395 45.628472, 12.940431 45.628463, 12.940644 45.628185, 12.939237 45.627782, 12.937263 45.627227)))","Cover crop",2,"November"
41,"2024-06-24",2024,"Sowing",2,"Soybean","Main crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Summer crop",2,"June"
41,"2024-01-13",2024,"Sowing",2,"Winter barley","Cover crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Winter crop",2,"January"
41,"2023-06-29",2023,"Harvesting",3,"Rapeseed","Main crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Winter crop",3,"June"
41,"2024-11-13",2024,"Harvesting",3,"Soybean","Main crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Summer crop",3,"November"
41,"2024-06-06",2024,"Termination cover crop",3,"Soybean","Main crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Summer crop",3,"June"
41,"2024-11-15",2024,"Sowing",2,"Ryegrass","Cover crop","12.9589925052285,45.6293443518936","IT","Vallevecchia","MULTIPOLYGON (((12.956453 45.628114, 12.956275 45.628357, 12.9617 45.630306, 12.961798 45.630169, 12.961883 45.630053, 12.956453 45.628114)),((12.95626 45.628377, 12.956081 45.628621, 12.961531 45.630581, 12.961597 45.63045, 12.961685 45.630326, 12.95626 45.628377)))","Cover crop",2,"November"
40,"2024-06-07",2024,"Termination cover crop",3,"Soybean","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Summer crop",3,"June"
40,"2024-01-13",2024,"Sowing",2,"Winter barley","Cover crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Winter crop",2,"January"
40,"2024-11-13",2024,"Harvesting",3,"Soybean","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Summer crop",3,"November"
40,"2024-06-24",2024,"Sowing",2,"Soybean","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Summer crop",2,"June"
40,"2023-06-29",2023,"Harvesting",3,"Rapeseed","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Winter crop",3,"June"
88,"2023-09-14",2023,"Sowing",2,"Rapeseed","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Winter crop",2,"September"
39,"2024-06-23",2024,"Sowing",2,"Soybean","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Summer crop",2,"June"
89,"2024-06-29",2024,"Harvesting",3,"Rapeseed","Main crop","12.9592589849588,45.6289312271572","IT","Vallevecchia","MULTIPOLYGON (((12.957436 45.626777, 12.959971 45.627691, 12.962862 45.628726, 12.963041 45.628484, 12.960481 45.627559, 12.957618 45.626528, 12.957436 45.626777)),((12.957244 45.627038, 12.96014 45.628083, 12.962665 45.628991, 12.962847 45.628746, 12.959957 45.627711, 12.957421 45.626797, 12.957244 45.627038)),((12.957054 45.627297, 12.95961 45.628223, 12.962471 45.629253, 12.962564 45.629128, 12.96265 45.629011, 12.960126 45.628103, 12.957229 45.627058, 12.957054 45.627297)),((12.962262 45.629535, 12.959074 45.628383, 12.956841 45.627586, 12.956663 45.627828, 12.96117 45.62945, 12.962083 45.629779, 12.962094 45.629763, 12.962171 45.629659, 12.962262 45.629535)),((12.961897 45.630033, 12.962068 45.629799, 12.956648 45.627848, 12.956468 45.628094, 12.961897 45.630033)),((12.961248 45.630823, 12.961426 45.630888, 12.961433 45.630886, 12.96145 45.630754, 12.961521 45.630603, 12.956066 45.62864, 12.955888 45.628882, 12.961248 45.630823)),((12.960898 45.631019, 12.96122 45.630839, 12.955874 45.628902, 12.955692 45.62915, 12.960898 45.631019)),((12.960772 45.631631, 12.960785 45.631603, 12.96078 45.631571, 12.96074 45.631502, 12.960664 45.63142, 12.960636 45.631386, 12.960621 45.631366, 12.960597 45.63131, 12.960585 45.631264, 12.955484 45.629433, 12.955302 45.62968, 12.960772 45.631631)))","Winter crop",3,"June"
89,"2023-09-14",2023,"Sowing",2,"Rapeseed","Main crop","12.9589165298004,45.6292846794327","IT","Vallevecchia","MULTIPOLYGON (((12.959595 45.628243, 12.957039 45.627316, 12.956855 45.627567, 12.959089 45.628363, 12.962277 45.629515, 12.962456 45.629273, 12.959595 45.628243)),((12.955677 45.62917, 12.955499 45.629413, 12.960577 45.631236, 12.960573 45.631218, 12.960574 45.631204, 12.960594 45.631189, 12.96087 45.631035, 12.955677 45.62917)))","Winter crop",2,"September"
84,"2023-09-15",2023,"Sowing",2,"Rapeseed","Main crop","12.9589165298004,45.6292846794327","IT","Vallevecchia","MULTIPOLYGON (((12.959595 45.628243, 12.957039 45.627316, 12.956855 45.627567, 12.959089 45.628363, 12.962277 45.629515, 12.962456 45.629273, 12.959595 45.628243)),((12.955677 45.62917, 12.955499 45.629413, 12.960577 45.631236, 12.960573 45.631218, 12.960574 45.631204, 12.960594 45.631189, 12.96087 45.631035, 12.955677 45.62917)))","Winter crop",2,"September"
84,"2023-07-03",2023,"Harvesting",3,"Winter wheat","Main crop","12.9589165298004,45.6292846794327","IT","Vallevecchia","MULTIPOLYGON (((12.959595 45.628243, 12.957039 45.627316, 12.956855 45.627567, 12.959089 45.628363, 12.962277 45.629515, 12.962456 45.629273, 12.959595 45.628243)),((12.955677 45.62917, 12.955499 45.629413, 12.960577 45.631236, 12.960573 45.631218, 12.960574 45.631204, 12.960594 45.631189, 12.96087 45.631035, 12.955677 45.62917)))","Winter crop",3,"July"
84,"2024-06-29",2024,"Harvesting",3,"Rapeseed","Main crop","12.9589165298004,45.6292846794327","IT","Vallevecchia","MULTIPOLYGON (((12.959595 45.628243, 12.957039 45.627316, 12.956855 45.627567, 12.959089 45.628363, 12.962277 45.629515, 12.962456 45.629273, 12.959595 45.628243)),((12.955677 45.62917, 12.955499 45.629413, 12.960577 45.631236, 12.960573 45.631218, 12.960574 45.631204, 12.960594 45.631189, 12.96087 45.631035, 12.955677 45.62917)))","Winter crop",3,"June"
